episode,gravity,time,reward,action,position,speed,next_position,next_speed,state,next_state
27,1,11.86,-114,2,0.213086692,0.027808865,0.239889213,0.026802522,220,220
27,1,11.86,-114,2,0.239889213,0.026802522,0.265811673,0.02592246,220,235
27,1,11.86,-114,2,0.265811673,0.02592246,0.290987771,0.025176098,235,235
27,1,11.86,-114,2,0.290987771,0.025176098,0.315557473,0.024569702,235,234
27,1,11.86,-114,2,0.315557473,0.024569702,0.339666208,0.024108735,234,234
27,1,11.86,-114,2,0.339666208,0.024108735,0.363464396,0.023798188,234,249
27,1,11.86,-114,2,0.363464396,0.023798188,0.387107242,0.023642846,249,249
27,1,11.86,-114,2,0.387107242,0.023642846,0.410754769,0.023647527,249,249
27,1,11.86,-114,2,0.410754769,0.023647527,0.434572039,0.02381727,249,249
27,1,11.86,-114,2,0.434572039,0.02381727,0.458729519,0.02415748,249,264
27,1,11.86,-114,2,0.458729519,0.02415748,0.483403544,0.024674025,264,264
27,1,11.86,-114,2,0.483403544,0.024674025,0.508776835,0.025373291,264,265
28,1,20.57,-197,2,-0.5,0,-0.499176843,0.000823157,112,112
28,1,20.57,-197,2,-0.499176843,0.000823157,-0.497536687,0.001640156,112,112
28,1,20.57,-197,2,-0.497536687,0.001640156,-0.495091797,0.00244489,112,112
28,1,20.57,-197,2,-0.495091797,0.00244489,-0.491860449,0.003231348,112,112
28,1,20.57,-197,2,-0.491860449,0.003231348,-0.487866779,0.00399367,112,112
28,1,20.57,-197,2,-0.487866779,0.00399367,-0.483140586,0.004726193,112,112
28,1,20.57,-197,2,-0.483140586,0.004726193,-0.477717085,0.005423501,112,113
28,1,20.57,-197,2,-0.477717085,0.005423501,-0.471636611,0.006080474,113,113
28,1,20.57,-197,2,-0.471636611,0.006080474,-0.464944277,0.006692334,113,113
28,1,20.57,-197,2,-0.464944277,0.006692334,-0.457689585,0.007254692,113,113
28,1,20.57,-197,2,-0.457689585,0.007254692,-0.449925997,0.007763588,113,128
28,1,20.57,-197,2,-0.449925997,0.007763588,-0.441710467,0.00821553,128,128
28,1,20.57,-197,2,-0.441710467,0.00821553,-0.433102941,0.008607526,128,128
28,1,20.57,-197,2,-0.433102941,0.008607526,-0.424165827,0.008937114,128,128
28,1,20.57,-197,2,-0.424165827,0.008937114,-0.414963449,0.009202378,128,128
28,1,20.57,-197,2,-0.414963449,0.009202378,-0.405561489,0.00940196,128,128
28,1,20.57,-197,2,-0.405561489,0.00940196,-0.396026423,0.009535066,128,128
28,1,20.57,-197,2,-0.396026423,0.009535066,-0.386424963,0.00960146,128,128
28,1,20.57,-197,2,-0.386424963,0.00960146,-0.376823513,0.00960145,128,128
28,1,20.57,-197,2,-0.376823513,0.00960145,-0.367287649,0.009535864,128,128
28,1,20.57,-197,2,-0.367287649,0.009535864,-0.357881622,0.009406027,128,128
28,1,20.57,-197,2,-0.357881622,0.009406027,-0.348667905,0.009213717,128,143
28,1,20.57,-197,2,-0.348667905,0.009213717,-0.339706771,0.008961133,143,143
28,1,20.57,-197,2,-0.339706771,0.008961133,-0.331055926,0.008650845,143,143
28,1,20.57,-197,2,-0.331055926,0.008650845,-0.322770178,0.008285748,143,143
28,1,20.57,-197,2,-0.322770178,0.008285748,-0.314901161,0.007869017,143,143
28,1,20.57,-197,2,-0.314901161,0.007869017,-0.307497102,0.007404059,143,143
28,1,20.57,-197,2,-0.307497102,0.007404059,-0.300602633,0.006894469,143,143
28,1,20.57,-197,2,-0.300602633,0.006894469,-0.294258646,0.006343987,143,143
28,1,20.57,-197,2,-0.294258646,0.006343987,-0.288502182,0.005756464,143,143
28,1,20.57,-197,2,-0.288502182,0.005756464,-0.283366354,0.005135828,143,143
28,1,20.57,-197,2,-0.283366354,0.005135828,-0.278880298,0.004486056,143,142
28,1,20.57,-197,2,-0.278880298,0.004486056,-0.275069143,0.003811155,142,142
28,1,20.57,-197,2,-0.275069143,0.003811155,-0.271954,0.003115143,142,142
28,1,20.57,-197,2,-0.271954,0.003115143,-0.269551958,0.002402041,142,142
28,1,20.57,-197,0,-0.269551958,0.002402041,-0.269876095,-0.000324137,142,142
28,1,20.57,-197,0,-0.269876095,-0.000324137,-0.272924651,-0.003048556,142,142
28,1,20.57,-197,0,-0.272924651,-0.003048556,-0.278681,-0.005756349,142,141
28,1,20.57,-197,0,-0.278681,-0.005756349,-0.287113359,-0.008432359,141,141
28,1,20.57,-197,0,-0.287113359,-0.008432359,-0.298174272,-0.011060912,141,141
28,1,20.57,-197,0,-0.298174272,-0.011060912,-0.311799912,-0.01362564,141,141
28,1,20.57,-197,0,-0.311799912,-0.01362564,-0.327909294,-0.016109382,141,140
28,1,20.57,-197,0,-0.327909294,-0.016109382,-0.346403482,-0.018494189,140,140
28,1,20.57,-197,0,-0.346403482,-0.018494189,-0.367164924,-0.020761441,140,125
28,1,20.57,-197,0,-0.367164924,-0.020761441,-0.390057023,-0.0228921,125,125
28,1,20.57,-197,0,-0.390057023,-0.0228921,-0.414924109,-0.024867085,125,125
28,1,20.57,-197,0,-0.414924109,-0.024867085,-0.441591891,-0.026667783,125,124
28,1,20.57,-197,0,-0.441591891,-0.026667783,-0.46986854,-0.028276649,124,109
28,1,20.57,-197,0,-0.46986854,-0.028276649,-0.499546423,-0.029677883,109,109
28,1,20.57,-197,0,-0.499546423,-0.029677883,-0.530404542,-0.030858119,109,109
28,1,20.57,-197,0,-0.530404542,-0.030858119,-0.562211621,-0.031807079,109,94
28,1,20.57,-197,0,-0.562211621,-0.031807079,-0.594729751,-0.03251813,94,94
28,1,20.57,-197,0,-0.594729751,-0.03251813,-0.627718438,-0.032988687,94,94
28,1,20.57,-197,0,-0.627718438,-0.032988687,-0.660938865,-0.033220427,94,79
28,1,20.57,-197,0,-0.660938865,-0.033220427,-0.694158138,-0.033219273,79,79
28,1,20.57,-197,0,-0.694158138,-0.033219273,-0.727153308,-0.03299517,79,79
28,1,20.57,-197,0,-0.727153308,-0.03299517,-0.759714951,-0.032561642,79,64
28,1,20.57,-197,0,-0.759714951,-0.032561642,-0.791650142,-0.031935191,64,64
28,1,20.57,-197,0,-0.791650142,-0.031935191,-0.822784723,-0.031134581,64,64
28,1,20.57,-197,0,-0.822784723,-0.031134581,-0.852964787,-0.030180065,64,49
28,1,20.57,-197,0,-0.852964787,-0.030180065,-0.8820574,-0.029092612,49,49
28,1,20.57,-197,1,-0.8820574,-0.029092612,-0.90895059,-0.02689319,49,49
28,1,20.57,-197,1,-0.90895059,-0.02689319,-0.933555728,-0.024605138,49,50
28,1,20.57,-197,1,-0.933555728,-0.024605138,-0.955804752,-0.022249024,50,35
28,1,20.57,-197,1,-0.955804752,-0.022249024,-0.975647157,-0.019842404,35,35
28,1,20.57,-197,1,-0.975647157,-0.019842404,-0.993046934,-0.017399777,35,35
28,1,20.57,-197,1,-0.993046934,-0.017399777,-1.007979627,-0.014932693,35,36
28,1,20.57,-197,1,-1.007979627,-0.014932693,-1.020429603,-0.012449976,36,36
28,1,20.57,-197,1,-1.020429603,-0.012449976,-1.030387636,-0.009958033,36,36
28,1,20.57,-197,1,-1.030387636,-0.009958033,-1.037848847,-0.007461211,36,36
28,1,20.57,-197,1,-1.037848847,-0.007461211,-1.042811041,-0.004962194,36,37
28,1,20.57,-197,1,-1.042811041,-0.004962194,-1.045273452,-0.002462411,37,37
28,1,20.57,-197,1,-1.045273452,-0.002462411,-1.045235904,3.75E-05,37,37
28,1,20.57,-197,1,-1.045235904,3.75E-05,-1.0426984,0.002537504,37,37
28,1,20.57,-197,1,-1.0426984,0.002537504,-1.037661123,0.005037277,37,38
28,1,20.57,-197,1,-1.037661123,0.005037277,-1.03012487,0.007536254,38,38
28,1,20.57,-197,1,-1.03012487,0.007536254,-1.020091895,0.010032975,38,38
28,1,20.57,-197,1,-1.020091895,0.010032975,-1.00756718,0.012524714,38,38
28,1,20.57,-197,1,-1.00756718,0.012524714,-0.992560114,0.015007066,38,39
28,1,20.57,-197,1,-0.992560114,0.015007066,-0.975086557,0.017473557,39,39
28,1,20.57,-197,1,-0.975086557,0.017473557,-0.955171272,0.019915285,39,39
28,1,20.57,-197,1,-0.955171272,0.019915285,-0.932850658,0.022320614,39,54
28,1,20.57,-197,1,-0.932850658,0.022320614,-0.908175703,0.024674955,54,54
28,1,20.57,-197,1,-0.908175703,0.024674955,-0.881215044,0.026960659,54,55
28,1,20.57,-197,1,-0.881215044,0.026960659,-0.852057973,0.029157071,55,55
28,1,20.57,-197,1,-0.852057973,0.029157071,-0.820817201,0.031240773,55,70
28,1,20.57,-197,1,-0.820817201,0.031240773,-0.787631147,0.033186054,70,70
28,1,20.57,-197,1,-0.787631147,0.033186054,-0.752665523,0.034965623,70,70
28,1,20.57,-197,1,-0.752665523,0.034965623,-0.716113961,0.036551562,70,86
28,1,20.57,-197,1,-0.716113961,0.036551562,-0.678197476,0.037916485,86,86
28,1,20.57,-197,1,-0.678197476,0.037916485,-0.639162625,0.039034851,86,101
28,1,20.57,-197,1,-0.639162625,0.039034851,-0.599278304,0.039884321,101,101
28,1,20.57,-197,1,-0.599278304,0.039884321,-0.55883125,0.040447054,101,101
28,1,20.57,-197,1,-0.55883125,0.040447054,-0.518120445,0.040710806,101,116
28,1,20.57,-197,1,-0.518120445,0.040710806,-0.477450725,0.04066972,116,116
28,1,20.57,-197,1,-0.477450725,0.04066972,-0.437126011,0.040324714,116,131
28,1,20.57,-197,1,-0.437126011,0.040324714,-0.397442592,0.039683418,131,131
28,1,20.57,-197,1,-0.397442592,0.039683418,-0.358682918,0.038759674,131,131
28,1,20.57,-197,1,-0.358682918,0.038759674,-0.321110268,0.03757265,131,146
28,1,20.57,-197,1,-0.321110268,0.03757265,-0.284964589,0.036145679,146,146
28,1,20.57,-197,1,-0.284964589,0.036145679,-0.250459656,0.034504933,146,145
28,1,20.57,-197,1,-0.250459656,0.034504933,-0.217781594,0.032678062,145,160
28,1,20.57,-197,1,-0.217781594,0.032678062,-0.18708867,0.030692924,160,160
28,1,20.57,-197,1,-0.18708867,0.030692924,-0.1585122,0.02857647,160,160
28,1,20.57,-197,1,-0.1585122,0.02857647,-0.132158349,0.026353852,160,175
28,1,20.57,-197,1,-0.132158349,0.026353852,-0.108110567,0.024047782,175,174
28,1,20.57,-197,1,-0.108110567,0.024047782,-0.086432445,0.021678122,174,174
28,1,20.57,-197,1,-0.086432445,0.021678122,-0.067170749,0.019261696,174,174
28,1,20.57,-197,1,-0.067170749,0.019261696,-0.050358466,0.016812283,174,174
28,1,20.57,-197,1,-0.050358466,0.016812283,-0.036017707,0.014340759,174,188
28,1,20.57,-197,1,-0.036017707,0.014340759,-0.024162368,0.011855339,188,188
28,1,20.57,-197,1,-0.024162368,0.011855339,-0.014800464,0.009361904,188,188
28,1,20.57,-197,1,-0.014800464,0.009361904,-0.007936095,0.006864368,188,188
28,1,20.57,-197,1,-0.007936095,0.006864368,-0.003571019,0.004365077,188,187
28,1,20.57,-197,1,-0.003571019,0.004365077,-0.001705799,0.00186522,187,187
28,1,20.57,-197,1,-0.001705799,0.00186522,-0.002340546,-0.000634747,187,187
28,1,20.57,-197,1,-0.002340546,-0.000634747,-0.005475232,-0.003134686,187,187
28,1,20.57,-197,1,-0.005475232,-0.003134686,-0.01110958,-0.005634348,187,186
28,1,20.57,-197,1,-0.01110958,-0.005634348,-0.01924254,-0.00813296,186,186
28,1,20.57,-197,1,-0.01924254,-0.00813296,-0.029871335,-0.010628796,186,186
28,1,20.57,-197,1,-0.029871335,-0.010628796,-0.042990099,-0.013118764,186,186
28,1,20.57,-197,1,-0.042990099,-0.013118764,-0.0585881,-0.015598001,186,170
28,1,20.57,-197,1,-0.0585881,-0.015598001,-0.076647584,-0.018059484,170,170
28,1,20.57,-197,1,-0.076647584,-0.018059484,-0.097141267,-0.020493683,170,170
28,1,20.57,-197,1,-0.097141267,-0.020493683,-0.120029539,-0.022888272,170,170
28,1,20.57,-197,1,-0.120029539,-0.022888272,-0.145257475,-0.025227936,170,169
28,1,20.57,-197,1,-0.145257475,-0.025227936,-0.172751771,-0.027494297,169,154
28,1,20.57,-197,1,-0.172751771,-0.027494297,-0.20241778,-0.029666009,154,154
28,1,20.57,-197,1,-0.20241778,-0.029666009,-0.234136835,-0.031719055,154,154
28,1,20.57,-197,1,-0.234136835,-0.031719055,-0.267764107,-0.033627272,154,139
28,1,20.57,-197,0,-0.267764107,-0.033627272,-0.304127232,-0.036363125,139,138
28,1,20.57,-197,0,-0.304127232,-0.036363125,-0.343020016,-0.038892784,138,138
28,1,20.57,-197,0,-0.343020016,-0.038892784,-0.384201862,-0.041181845,138,123
28,1,20.57,-197,0,-0.384201862,-0.041181845,-0.427398977,-0.043197115,123,123
28,1,20.57,-197,0,-0.427398977,-0.043197115,-0.472307616,-0.044908639,123,108
28,1,20.57,-197,0,-0.472307616,-0.044908639,-0.518599423,-0.046291807,108,107
28,1,20.57,-197,0,-0.518599423,-0.046291807,-0.565928723,-0.047329301,107,92
28,1,20.57,-197,1,-0.565928723,-0.047329301,-0.612941402,-0.047012679,92,92
28,1,20.57,-197,2,-0.612941402,-0.047012679,-0.658292005,-0.045350603,92,77
28,1,20.57,-197,2,-0.658292005,-0.045350603,-0.701659676,-0.043367671,77,78
28,1,20.57,-197,2,-0.701659676,-0.043367671,-0.742754503,-0.041094827,78,78
28,1,20.57,-197,2,-0.742754503,-0.041094827,-0.781321545,-0.038567042,78,63
28,1,20.57,-197,2,-0.781321545,-0.038567042,-0.817142571,-0.035821026,63,63
28,1,20.57,-197,2,-0.817142571,-0.035821026,-0.850035744,-0.032893173,63,49
28,1,20.57,-197,2,-0.850035744,-0.032893173,-0.879853634,-0.02981789,49,49
28,1,20.57,-197,2,-0.879853634,-0.02981789,-0.906480008,-0.026626373,49,49
28,1,20.57,-197,2,-0.906480008,-0.026626373,-0.929825858,-0.023345851,49,50
28,1,20.57,-197,2,-0.929825858,-0.023345851,-0.949825096,-0.019999237,50,50
28,1,20.57,-197,2,-0.949825096,-0.019999237,-0.966430242,-0.016605147,50,35
28,1,20.57,-197,2,-0.966430242,-0.016605147,-0.979608419,-0.013178176,35,36
28,1,20.57,-197,2,-0.979608419,-0.013178176,-0.989337812,-0.009729394,36,36
28,1,20.57,-197,2,-0.989337812,-0.009729394,-0.995604774,-0.006266961,36,36
28,1,20.57,-197,2,-0.995604774,-0.006266961,-0.99840162,-0.002796847,36,37
28,1,20.57,-197,2,-0.99840162,-0.002796847,-0.997725206,0.000676414,37,37
28,1,20.57,-197,2,-0.997725206,0.000676414,-0.993576276,0.00414893,37,37
28,1,20.57,-197,2,-0.993576276,0.00414893,-0.985959623,0.007616653,37,38
28,1,20.57,-197,2,-0.985959623,0.007616653,-0.97488504,0.011074583,38,38
28,1,20.57,-197,2,-0.97488504,0.011074583,-0.960369053,0.014515986,38,38
28,1,20.57,-197,2,-0.960369053,0.014515986,-0.942437404,0.017931649,38,54
28,1,20.57,-197,2,-0.942437404,0.017931649,-0.921128208,0.021309197,54,54
28,1,20.57,-197,2,-0.921128208,0.021309197,-0.896495691,0.024632516,54,54
28,1,20.57,-197,2,-0.896495691,0.024632516,-0.868614352,0.027881339,54,55
28,1,20.57,-197,2,-0.868614352,0.027881339,-0.837583297,0.031031055,55,70
28,1,20.57,-197,2,-0.837583297,0.031031055,-0.80353047,0.034052827,70,70
28,1,20.57,-197,2,-0.80353047,0.034052827,-0.766616378,0.036914093,70,71
28,1,20.57,-197,2,-0.766616378,0.036914093,-0.727036877,0.039579501,71,86
28,1,20.57,-197,2,-0.727036877,0.039579501,-0.685024563,0.042012314,86,86
28,1,20.57,-197,2,-0.685024563,0.042012314,-0.640848326,0.044176236,86,101
28,1,20.57,-197,2,-0.640848326,0.044176236,-0.59481074,0.046037586,101,102
28,1,20.57,-197,2,-0.59481074,0.046037586,-0.547243118,0.047567622,102,117
28,1,20.57,-197,2,-0.547243118,0.047567622,-0.498498311,0.048744806,117,117
28,1,20.57,-197,2,-0.498498311,0.048744806,-0.448941581,0.049556731,117,132
28,1,20.57,-197,2,-0.448941581,0.049556731,-0.398940109,0.050001471,132,132
28,1,20.57,-197,2,-0.398940109,0.050001471,-0.348851937,0.050088173,132,147
28,1,20.57,-197,2,-0.348851937,0.050088173,-0.299015153,0.049836783,147,147
28,1,20.57,-197,2,-0.299015153,0.049836783,-0.249738174,0.049276979,147,162
28,1,20.57,-197,2,-0.249738174,0.049276979,-0.201291755,0.048446419,162,162
28,1,20.57,-197,2,-0.201291755,0.048446419,-0.153903189,0.047388566,162,162
28,1,20.57,-197,2,-0.153903189,0.047388566,-0.107752853,0.046150335,162,177
28,1,20.57,-197,2,-0.107752853,0.046150335,-0.062973031,0.044779822,177,176
28,1,20.57,-197,2,-0.062973031,0.044779822,-0.019648728,0.043324303,176,191
28,1,20.57,-197,2,-0.019648728,0.043324303,0.022179916,0.041828645,191,191
28,1,20.57,-197,2,0.022179916,0.041828645,0.062514093,0.040334177,191,206
28,1,20.57,-197,2,0.062514093,0.040334177,0.101392107,0.038878013,206,206
28,1,20.57,-197,2,0.101392107,0.038878013,0.138884885,0.037492779,206,206
28,1,20.57,-197,2,0.138884885,0.037492779,0.175091544,0.036206659,206,221
28,1,20.57,-197,2,0.175091544,0.036206659,0.210135237,0.035043693,221,221
28,1,20.57,-197,2,0.210135237,0.035043693,0.244159459,0.034024222,221,220
28,1,20.57,-197,2,0.244159459,0.034024222,0.277324883,0.033165424,220,235
28,1,20.57,-197,2,0.277324883,0.033165424,0.309806763,0.03248188,235,235
28,1,20.57,-197,2,0.309806763,0.03248188,0.341792897,0.031986134,235,235
28,1,20.57,-197,2,0.341792897,0.031986134,0.373482093,0.031689196,235,250
28,1,20.57,-197,2,0.373482093,0.031689196,0.405083087,0.031600994,250,250
28,1,20.57,-197,2,0.405083087,0.031600994,0.436813823,0.031730736,250,250
28,1,20.57,-197,1,0.436813823,0.031730736,0.467901,0.031087177,250,265
28,1,20.57,-197,1,0.467901,0.031087177,0.498572385,0.030671385,265,265
28,1,20.57,-197,1,0.498572385,0.030671385,0.529056249,0.030483864,265,265
29,1,12.9,-124,1,-0.5,0,-0.500176843,-0.000176843,112,112
29,1,12.9,-124,1,-0.500176843,-0.000176843,-0.500529206,-0.000352363,112,112
29,1,12.9,-124,1,-0.500529206,-0.000352363,-0.501054453,-0.000525247,112,112
29,1,12.9,-124,1,-0.501054453,-0.000525247,-0.501748653,-0.0006942,112,112
29,1,12.9,-124,1,-0.501748653,-0.0006942,-0.502606612,-0.000857959,112,112
29,1,12.9,-124,1,-0.502606612,-0.000857959,-0.503621908,-0.001015296,112,112
29,1,12.9,-124,1,-0.503621908,-0.001015296,-0.50478694,-0.001165033,112,112
29,1,12.9,-124,2,-0.50478694,-0.001165033,-0.505092987,-0.000306047,112,112
29,1,12.9,-124,2,-0.505092987,-0.000306047,-0.504537756,0.000555231,112,112
29,1,12.9,-124,2,-0.504537756,0.000555231,-0.503125405,0.001412351,112,112
29,1,12.9,-124,2,-0.503125405,0.001412351,-0.500866507,0.002258898,112,112
29,1,12.9,-124,2,-0.500866507,0.002258898,-0.497777969,0.003088538,112,112
29,1,12.9,-124,2,-0.497777969,0.003088538,-0.493882894,0.003895075,112,112
29,1,12.9,-124,2,-0.493882894,0.003895075,-0.489210392,0.004672501,112,112
29,1,12.9,-124,2,-0.489210392,0.004672501,-0.483795347,0.005415046,112,113
29,1,12.9,-124,2,-0.483795347,0.005415046,-0.477678118,0.006117229,113,113
29,1,12.9,-124,2,-0.477678118,0.006117229,-0.470904206,0.006773912,113,113
29,1,12.9,-124,2,-0.470904206,0.006773912,-0.463523859,0.007380347,113,113
29,1,12.9,-124,2,-0.463523859,0.007380347,-0.455591638,0.00793222,113,113
29,1,12.9,-124,2,-0.455591638,0.00793222,-0.44716594,0.008425698,113,128
29,1,12.9,-124,2,-0.44716594,0.008425698,-0.438308478,0.008857462,128,128
29,1,12.9,-124,2,-0.438308478,0.008857462,-0.429083737,0.009224742,128,128
29,1,12.9,-124,2,-0.429083737,0.009224742,-0.419558397,0.009525339,128,128
29,1,12.9,-124,2,-0.419558397,0.009525339,-0.409800753,0.009757644,128,128
29,1,12.9,-124,2,-0.409800753,0.009757644,-0.399880111,0.009920642,128,128
29,1,12.9,-124,2,-0.399880111,0.009920642,-0.389866202,0.010013909,128,128
29,1,12.9,-124,2,-0.389866202,0.010013909,-0.379828596,0.010037606,128,128
29,1,12.9,-124,2,-0.379828596,0.010037606,-0.369836144,0.009992452,128,128
29,1,12.9,-124,2,-0.369836144,0.009992452,-0.359956446,0.009879698,128,128
29,1,12.9,-124,2,-0.359956446,0.009879698,-0.350255357,0.009701089,128,128
29,1,12.9,-124,2,-0.350255357,0.009701089,-0.340796534,0.009458823,128,143
29,1,12.9,-124,2,-0.340796534,0.009458823,-0.331641032,0.009155502,143,143
29,1,12.9,-124,2,-0.331641032,0.009155502,-0.322846949,0.008794084,143,143
29,1,12.9,-124,2,-0.322846949,0.008794084,-0.314469122,0.008377827,143,143
29,1,12.9,-124,2,-0.314469122,0.008377827,-0.306558877,0.007910245,143,143
29,1,12.9,-124,2,-0.306558877,0.007910245,-0.299163825,0.007395051,143,143
29,1,12.9,-124,2,-0.299163825,0.007395051,-0.292327707,0.006836119,143,143
29,1,12.9,-124,2,-0.292327707,0.006836119,-0.286090272,0.006237435,143,143
29,1,12.9,-124,2,-0.286090272,0.006237435,-0.280487204,0.005603068,143,143
29,1,12.9,-124,2,-0.280487204,0.005603068,-0.27555007,0.004937133,143,142
29,1,12.9,-124,2,-0.27555007,0.004937133,-0.271306297,0.004243774,142,142
29,1,12.9,-124,2,-0.271306297,0.004243774,-0.26777916,0.003527137,142,142
29,1,12.9,-124,2,-0.26777916,0.003527137,-0.264987795,0.002791365,142,142
29,1,12.9,-124,2,-0.264987795,0.002791365,-0.262947207,0.002040588,142,142
29,1,12.9,-124,2,-0.262947207,0.002040588,-0.261668288,0.001278919,142,142
29,1,12.9,-124,2,-0.261668288,0.001278919,-0.261157832,0.000510457,142,142
29,1,12.9,-124,2,-0.261157832,0.000510457,-0.261418541,-0.000260709,142,142
29,1,12.9,-124,1,-0.261418541,-0.000260709,-0.263449036,-0.002030495,142,142
29,1,12.9,-124,1,-0.263449036,-0.002030495,-0.267238528,-0.003789492,142,142
29,1,12.9,-124,0,-0.267238528,-0.003789492,-0.273766707,-0.006528179,142,141
29,1,12.9,-124,0,-0.273766707,-0.006528179,-0.282998062,-0.009231354,141,141
29,1,12.9,-124,0,-0.282998062,-0.009231354,-0.294881262,-0.011883201,141,141
29,1,12.9,-124,0,-0.294881262,-0.011883201,-0.309348375,-0.014467113,141,141
29,1,12.9,-124,0,-0.309348375,-0.014467113,-0.326313989,-0.016965613,141,140
29,1,12.9,-124,0,-0.326313989,-0.016965613,-0.345674354,-0.019360365,140,140
29,1,12.9,-124,0,-0.345674354,-0.019360365,-0.367306683,-0.021632329,140,125
29,1,12.9,-124,0,-0.367306683,-0.021632329,-0.391068722,-0.023762039,125,125
29,1,12.9,-124,0,-0.391068722,-0.023762039,-0.416798755,-0.025730033,125,124
29,1,12.9,-124,0,-0.416798755,-0.025730033,-0.444316154,-0.027517399,124,124
29,1,12.9,-124,0,-0.444316154,-0.027517399,-0.473422582,-0.029106428,124,109
29,1,12.9,-124,0,-0.473422582,-0.029106428,-0.503903912,-0.03048133,109,109
29,1,12.9,-124,0,-0.503903912,-0.03048133,-0.535532867,-0.031628955,109,109
29,1,12.9,-124,0,-0.535532867,-0.031628955,-0.568072336,-0.032539469,109,94
29,1,12.9,-124,0,-0.568072336,-0.032539469,-0.601279242,-0.033206906,94,94
29,1,12.9,-124,0,-0.601279242,-0.033206906,-0.634908803,-0.033629561,94,94
29,1,12.9,-124,0,-0.634908803,-0.033629561,-0.668718968,-0.033810165,94,79
29,1,12.9,-124,0,-0.668718968,-0.033810165,-0.70247479,-0.033755822,79,79
29,1,12.9,-124,0,-0.70247479,-0.033755822,-0.735952509,-0.033477719,79,79
29,1,12.9,-124,0,-0.735952509,-0.033477719,-0.768943139,-0.03299063,79,64
29,1,12.9,-124,0,-0.768943139,-0.03299063,-0.801255387,-0.032312247,64,64
29,1,12.9,-124,0,-0.801255387,-0.032312247,-0.832717803,-0.031462416,64,64
29,1,12.9,-124,0,-0.832717803,-0.031462416,-0.863180126,-0.030462323,64,49
29,1,12.9,-124,0,-0.863180126,-0.030462323,-0.892513825,-0.029333698,49,49
29,1,12.9,-124,1,-0.892513825,-0.029333698,-0.919611907,-0.027098082,49,49
29,1,12.9,-124,1,-0.919611907,-0.027098082,-0.944390892,-0.024778986,49,50
29,1,12.9,-124,2,-0.944390892,-0.024778986,-0.965787842,-0.02139695,50,35
29,1,12.9,-124,2,-0.965787842,-0.02139695,-0.983758981,-0.01797114,35,35
29,1,12.9,-124,2,-0.983758981,-0.01797114,-0.998275259,-0.014516278,35,36
29,1,12.9,-124,2,-0.998275259,-0.014516278,-1.009318415,-0.011043155,36,36
29,1,12.9,-124,2,-1.009318415,-0.011043155,-1.016877695,-0.00755928,36,36
29,1,12.9,-124,2,-1.016877695,-0.00755928,-1.02094731,-0.004069615,36,37
29,1,12.9,-124,2,-1.02094731,-0.004069615,-1.021524673,-0.000577363,37,37
29,1,12.9,-124,2,-1.021524673,-0.000577363,-1.018609447,0.002915226,37,37
29,1,12.9,-124,2,-1.018609447,0.002915226,-1.01220341,0.006406037,37,38
29,1,12.9,-124,2,-1.01220341,0.006406037,-1.002311137,0.009892273,38,38
29,1,12.9,-124,2,-1.002311137,0.009892273,-0.988941496,0.013369641,38,38
29,1,12.9,-124,2,-0.988941496,0.013369641,-0.972109937,0.016831558,38,39
29,1,12.9,-124,2,-0.972109937,0.016831558,-0.951841541,0.020268397,39,39
29,1,12.9,-124,2,-0.951841541,0.020268397,-0.928174742,0.023666799,39,54
29,1,12.9,-124,2,-0.928174742,0.023666799,-0.901165629,0.027009113,54,55
29,1,12.9,-124,2,-0.901165629,0.027009113,-0.870892614,0.030273015,55,55
29,1,12.9,-124,2,-0.870892614,0.030273015,-0.837461211,0.033431403,55,70
29,1,12.9,-124,2,-0.837461211,0.033431403,-0.801008574,0.036452636,70,71
29,1,12.9,-124,2,-0.801008574,0.036452636,-0.761707353,0.039301222,71,71
29,1,12.9,-124,2,-0.761707353,0.039301222,-0.719768361,0.041938992,71,86
29,1,12.9,-124,2,-0.719768361,0.041938992,-0.675441566,0.044326795,86,86
29,1,12.9,-124,2,-0.675441566,0.044326795,-0.629014928,0.046426637,86,102
29,1,12.9,-124,2,-0.629014928,0.046426637,-0.580810783,0.048204145,102,102
29,1,12.9,-124,2,-0.580810783,0.048204145,-0.531179651,0.049631132,102,117
29,1,12.9,-124,2,-0.531179651,0.049631132,-0.480491667,0.050687984,117,117
29,1,12.9,-124,2,-0.480491667,0.050687984,-0.429126087,0.051365581,117,132
29,1,12.9,-124,2,-0.429126087,0.051365581,-0.377459604,0.051666483,132,132
29,1,12.9,-124,2,-0.377459604,0.051666483,-0.325854388,0.051605215,132,147
29,1,12.9,-124,2,-0.325854388,0.051605215,-0.274646785,0.051207604,147,147
29,1,12.9,-124,2,-0.274646785,0.051207604,-0.224137519,0.050509266,147,162
29,1,12.9,-124,2,-0.224137519,0.050509266,-0.174584056,0.049553463,162,162
29,1,12.9,-124,2,-0.174584056,0.049553463,-0.126195464,0.048388591,162,177
29,1,12.9,-124,2,-0.126195464,0.048388591,-0.079129843,0.047065621,177,177
29,1,12.9,-124,2,-0.079129843,0.047065621,-0.03349411,0.045635733,177,192
29,1,12.9,-124,2,-0.03349411,0.045635733,0.010654234,0.044148344,192,191
29,1,12.9,-124,2,0.010654234,0.044148344,0.053303854,0.04264962,191,206
29,1,12.9,-124,2,0.053303854,0.04264962,0.094485371,0.041181517,206,206
